OTU	Sample	Abundance	Kingdom	Phylum	Class	Order	Family
Otu00503	VC1	0.0585526813584129	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified
Otu00503	PNC3	0.0485130564727477	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified
Otu00688	PNC3	0.188328551221207	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
Otu00688	PNC1	0.168954163080109	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
Otu00688	PNC2	0.156192997795734	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
Otu00688	VC2	0.13716070977106	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
Otu00688	VC3	0.0286540430382013	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
Otu00688	VC1	0.00587762381797891	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
Otu01743	VC1	0.0313634609668449	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
Otu01743	PNC2	0.0104920723866713	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
Otu01743	PNC1	0.00730897003163252	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
Otu01743	VC2	0.00665165936034342	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
Otu01743	PNC3	0.00565936462139527	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
Otu01743	VC3	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae
Otu00566	PNC1	0.431345696741867	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae
Otu00566	VC2	0.198305195918439	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae
Otu00566	PNC3	0.168523292297389	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae
Otu00566	VC3	0.0750797733180452	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae
Otu00566	PNC2	0.0717964072249277	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae
Otu00566	VC1	0.0526490128562147	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae
Otu00095	PNC3	2.9489582610223	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
Otu00095	PNC2	2.23298742494296	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
Otu00095	PNC1	1.94291899363344	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
Otu00095	VC2	1.66363057954462	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
Otu00095	VC3	0.874997246621654	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
Otu00095	VC1	0.724970660077389	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae
Otu00127	VC2	2.76205399963656	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
Otu00127	PNC2	1.78364731182811	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
Otu00127	PNC3	1.63140967905975	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
Otu00127	VC1	1.29323668333814	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
Otu00127	PNC1	1.06822714927783	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
Otu00127	VC3	1.05989396035427	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae
Otu01337	VC1	0.0661888048853851	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae
Otu01337	PNC2	0.0449680653307621	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae
Otu01337	VC2	0.0253204266123299	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae
Otu01337	VC3	0.0123417271316405	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae
Otu01337	PNC3	0.00549815021324681	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae
Otu01337	PNC1	0.00476202123318123	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae
Otu00031	VC3	1.55304904216436	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
Otu00031	VC2	0.496026300649863	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
Otu00031	VC1	0.292096355438632	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
Otu00031	PNC2	0.166155242839409	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
Otu00031	PNC1	0.10902121042488	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
Otu00031	PNC3	0.066919315367383	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae
Otu00006	VC2	4.04166156751233	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified
Otu00006	VC3	0.867491293871795	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified
Otu00006	VC1	0.352024166911266	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified
Otu00006	PNC2	0.233029790592051	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified
Otu00006	PNC1	0.198759959596315	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified
Otu00006	PNC3	0.167549500411988	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified
Otu00512	VC1	0.240300838819796	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_Incertae_Sedis	Draconibacteriaceae
Otu00512	VC2	0.143448106956773	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_Incertae_Sedis	Draconibacteriaceae
Otu00512	PNC1	0.0987152771488475	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_Incertae_Sedis	Draconibacteriaceae
Otu00512	PNC3	0.0664195851435131	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_Incertae_Sedis	Draconibacteriaceae
Otu00512	VC3	0.0234148407875118	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_Incertae_Sedis	Draconibacteriaceae
Otu00512	PNC2	0.0214457632655864	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_Incertae_Sedis	Draconibacteriaceae
Otu02958	PNC2	0.0247509037586265	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	E01-9C-26_marine_group_unclassified
Otu02958	PNC3	0.00424892973170307	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	E01-9C-26_marine_group_unclassified
Otu02958	PNC1	0.00235304516689319	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	E01-9C-26_marine_group_unclassified
Otu02958	VC2	0	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	E01-9C-26_marine_group_unclassified
Otu02958	VC3	0	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	E01-9C-26_marine_group_unclassified
Otu02958	VC1	0	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	E01-9C-26_marine_group_unclassified
Otu00729	VC2	0.120958669827325	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10	E6aD10_unclassified
Otu00729	VC1	0.0435507710775479	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10	E6aD10_unclassified
Otu00729	PNC3	0.0383452103666694	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10	E6aD10_unclassified
Otu00729	VC3	0.0177360539476143	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10	E6aD10_unclassified
Otu00729	PNC2	0.00777573836029565	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10	E6aD10_unclassified
Otu00729	PNC1	0.00235304516689319	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10	E6aD10_unclassified
Otu02946	VC3	0.0109522213402906	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	EF100-94H03
Otu02946	VC1	0.00843236845317515	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	EF100-94H03
Otu02946	PNC3	0.00675705733583562	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	EF100-94H03
Otu02946	PNC1	0.00470609033378639	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	EF100-94H03
Otu02946	PNC2	0.00114944646041906	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	EF100-94H03
Otu02946	VC2	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	EF100-94H03
Otu00094	VC1	1.1258731036516	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
Otu00094	VC2	1.02651469018747	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
Otu00094	PNC1	0.655206787989534	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
Otu00094	VC3	0.466008107361732	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
Otu00094	PNC3	0.362642312003147	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
Otu00094	PNC2	0.0893998017859967	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae
Otu01332	PNC3	0.0840728573415472	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6
Otu01332	PNC1	0.07126875675556	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6
Otu01332	VC2	0.033393689833445	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6
Otu01332	PNC2	0.0315524163743128	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6
Otu01332	VC3	0.0310561648356084	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6
Otu01332	VC1	0.0119332815626997	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6
Otu01513	VC1	0.0643066482290998	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332
Otu01513	VC3	0.0528768781800446	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332
Otu01513	VC2	0.0265310552761153	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332
Otu01513	PNC3	0.0199938901137696	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332
Otu01513	PNC2	0.0111444728405462	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332
Otu01513	PNC1	0.00122748348850456	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332
Otu01964	PNC1	0.0155495981100956	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae
Otu01964	PNC2	0.00993143239291673	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae
Otu01964	VC2	0.0099019068752567	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae
Otu01964	PNC3	0.00966647274087565	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae
Otu01964	VC1	0.00732535665150864	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae
Otu01964	VC3	0.00328807579239163	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae
Otu00115	VC1	0.560842541362459	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
Otu00115	PNC1	0.474724907676094	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
Otu00115	VC2	0.399757015578374	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
Otu00115	VC3	0.195649311270178	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
Otu00115	PNC3	0.167165627517445	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
Otu00115	PNC2	0.0851656304547964	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae
Otu00004	VC3	2.26006559927286	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae
Otu00004	VC1	1.8979692364251	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae
Otu00004	PNC2	1.36694146782251	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae
Otu00004	PNC3	1.0503501306018	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae
Otu00004	PNC1	0.127078088033554	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae
Otu00004	VC2	0.0970237804524922	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae
Otu02494	VC3	0.0292628363901615	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	FFCH13075
Otu02494	VC1	0.00749247079903773	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	FFCH13075
Otu02494	PNC1	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	FFCH13075
Otu02494	VC2	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	FFCH13075
Otu02494	PNC3	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	FFCH13075
Otu02494	PNC2	0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	FFCH13075
Otu02600	PNC1	0.0202836538935794	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	FS117-23B-02_unclassified
Otu02600	PNC2	0.00836840018164288	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	FS117-23B-02_unclassified
Otu02600	PNC3	0.00657811278692987	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	FS117-23B-02_unclassified
Otu02600	VC3	0.00181755098957396	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	FS117-23B-02_unclassified
Otu02600	VC1	0.00120462406473931	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	FS117-23B-02_unclassified
Otu02600	VC2	0	Bacteria	Chloroflexi	Dehalococcoidia	FS117-23B-02	FS117-23B-02_unclassified
Otu02301	VC2	0.0328259077621292	Bacteria	Chloroflexi	Dehalococcoidia	FW22	FW22_unclassified
Otu02301	PNC1	0.0252395787583187	Bacteria	Chloroflexi	Dehalococcoidia	FW22	FW22_unclassified
Otu02301	VC3	0.0142459381870915	Bacteria	Chloroflexi	Dehalococcoidia	FW22	FW22_unclassified
Otu02301	PNC2	0	Bacteria	Chloroflexi	Dehalococcoidia	FW22	FW22_unclassified
Otu02301	PNC3	0	Bacteria	Chloroflexi	Dehalococcoidia	FW22	FW22_unclassified
Otu02301	VC1	0	Bacteria	Chloroflexi	Dehalococcoidia	FW22	FW22_unclassified
Otu00111	VC1	0.661022302748809	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI
Otu00111	VC2	0.359047437108712	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI
Otu00111	VC3	0.148655046865734	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI
Otu00111	PNC1	0.047950279506621	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI
Otu00111	PNC3	0.032634298464335	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI
Otu00111	PNC2	0.0031619416048231	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI
Otu00245	PNC1	0.783641670019174	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis
Otu00245	PNC3	0.513438507460569	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis
Otu00245	PNC2	0.316055288260048	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis
Otu00245	VC1	0.174768540191372	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis
Otu00245	VC3	0.152335405921239	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis
Otu00245	VC2	0.104077373613764	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis
Otu01892	PNC3	0.045487468503988	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI
Otu01892	PNC1	0.0192600140253067	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI
Otu01892	PNC2	0.0186818461657967	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI
Otu01892	VC3	0.0146911638307087	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI
Otu01892	VC1	0.00192303059189777	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI
Otu01892	VC2	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI
Otu03207	VC2	0.0227712315533326	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII
Otu03207	VC1	0.00722774438843585	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII
Otu03207	VC3	0.00181755098957396	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII
Otu03207	PNC3	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII
Otu03207	PNC1	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII
Otu03207	PNC2	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII
Otu00884	VC2	0.185873592933125	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	VC3	0.0733774735896427	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	PNC1	0.0569565821226427	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	VC1	0.0516419746656315	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	PNC3	0.0226631270479198	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu00884	PNC2	0.00324154650582978	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu00064	VC1	1.10994303718706	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
Otu00064	PNC1	1.05695256766139	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
Otu00064	VC2	1.00876975532436	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
Otu00064	PNC2	0.920982806618405	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
Otu00064	PNC3	0.896887459102239	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
Otu00064	VC3	0.806675865850425	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae
Otu00113	PNC1	1.24048320403859	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
Otu00113	PNC2	0.918259456461632	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
Otu00113	PNC3	0.888861702924639	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
Otu00113	VC1	0.710089536998602	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
Otu00113	VC3	0.476622311107351	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
Otu00113	VC2	0.123758634356733	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae
Otu00766	PNC1	0.187401324547866	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified
Otu00766	PNC3	0.0202985887893092	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified
Otu00766	VC3	0.0074209598724129	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified
Otu00766	VC1	0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified
Otu00766	VC2	0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified
Otu00766	PNC2	0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified
Otu02442	PNC1	0.0322987142589983	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3_unclassified
Otu02442	VC3	0.00946464473316247	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3_unclassified
Otu02442	VC1	0.00876216970582557	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3_unclassified
Otu02442	PNC3	0.00874772457534105	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3_unclassified
Otu02442	PNC2	0.00309834761761274	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3_unclassified
Otu02442	VC2	0	Bacteria	Chloroflexi	Dehalococcoidia	GIF3	GIF3_unclassified
Otu02377	VC2	0.0256053789715517	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	PNC1	0.0119790094433716	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	VC1	0.00464046233221534	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	PNC2	0.00439099296624884	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	PNC3	0.00117829991851458	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified	GOUTA4_unclassified
Otu02377	VC3	0	Bacteria	GOUTA4	GOUTA4_unclassified	GOUTA4_unclassified	GOUTA4_unclassified
Otu01889	VC3	0.0333131717733076	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	GOUTB8
Otu01889	VC2	0.0113969702541591	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	GOUTB8
Otu01889	VC1	0.00649841808206458	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	GOUTB8
Otu01889	PNC2	0	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	GOUTB8
Otu01889	PNC1	0	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	GOUTB8
Otu01889	PNC3	0	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	GOUTB8
Otu00284	VC2	0.382385001942464	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified
Otu00284	PNC2	0.334306918079425	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified
Otu00284	VC3	0.308809814664129	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified
Otu00284	VC1	0.288306366832454	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified
Otu00284	PNC3	0.090088572997552	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified
Otu00284	PNC1	0.0382503135423129	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified
Otu00151	PNC1	2.22140119402377	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58
Otu00151	PNC3	1.04740815899415	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58
Otu00151	PNC2	0.58375337277554	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58
Otu00151	VC3	0.399836241325399	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58
Otu00151	VC2	0.169816471897838	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58
Otu00151	VC1	0.107360281989854	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58
Otu00568	PNC2	0.325076848404425	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified
Otu00568	VC2	0.190074348354715	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified
Otu00568	VC1	0.159464568940243	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified
Otu00568	VC3	0.148521342755928	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified
Otu00568	PNC3	0.112548624997429	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified
Otu00568	PNC1	0.107351843290188	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified
Otu01172	VC2	0.0668624441880437	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae
Otu01172	VC3	0.0239479989002481	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae
Otu01172	VC1	0.0133700946170166	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae
Otu01172	PNC1	0	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae
Otu01172	PNC2	0	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae
Otu01172	PNC3	0	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae
Otu00020	VC2	4.6028653991672	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu00020	PNC1	4.38916194526131	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu00020	PNC3	4.25816243219332	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu00020	PNC2	2.70395679205694	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu00020	VC3	2.29604218775307	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
